"schema_name","table_name","column_name","data_type","nullable","default_value","current_rows","read_by","written_by","usage_status","usage_evidence","column_comment"
"public","residencial_discovery_candidates","review_status","text","no","'pending'::text","40","scripts/sync-residencial-discovery-candidates.mjs; scripts/review-residencial-discovery-candidate.mjs; scripts/promote-residencial-discovery-candidate.mjs","scripts/sync-residencial-discovery-candidates.mjs; scripts/review-residencial-discovery-candidate.mjs; scripts/promote-residencial-discovery-candidate.mjs; scripts/load-paysandu-app-discoveries.mjs","legacy_private_queue","SELECT * y DML explícitos; sin lector de frontend","Decisión humana obligatoria antes de vincular o promover un candidato."
"public","residencial_discovery_candidates","reviewed_at","timestamp with time zone","yes","","40","scripts/sync-residencial-discovery-candidates.mjs; scripts/review-residencial-discovery-candidate.mjs; scripts/promote-residencial-discovery-candidate.mjs","scripts/sync-residencial-discovery-candidates.mjs; scripts/review-residencial-discovery-candidate.mjs; scripts/promote-residencial-discovery-candidate.mjs; scripts/load-paysandu-app-discoveries.mjs","legacy_private_queue","SELECT * y DML explícitos; sin lector de frontend",""
"public","residencial_discovery_candidates","reviewed_by","text","yes","","40","scripts/sync-residencial-discovery-candidates.mjs; scripts/review-residencial-discovery-candidate.mjs; scripts/promote-residencial-discovery-candidate.mjs","scripts/sync-residencial-discovery-candidates.mjs; scripts/review-residencial-discovery-candidate.mjs; scripts/promote-residencial-discovery-candidate.mjs; scripts/load-paysandu-app-discoveries.mjs","legacy_private_queue","SELECT * y DML explícitos; sin lector de frontend",""
"public","residencial_discovery_candidates","review_notes","text","yes","","40","scripts/sync-residencial-discovery-candidates.mjs; scripts/review-residencial-discovery-candidate.mjs; scripts/promote-residencial-discovery-candidate.mjs","scripts/sync-residencial-discovery-candidates.mjs; scripts/review-residencial-discovery-candidate.mjs; scripts/promote-residencial-discovery-candidate.mjs; scripts/load-paysandu-app-discoveries.mjs","legacy_private_queue","SELECT * y DML explícitos; sin lector de frontend",""
"public","residencial_discovery_candidates","promoted_residencial_id","text","yes","","40","scripts/sync-residencial-discovery-candidates.mjs; scripts/review-residencial-discovery-candidate.mjs; scripts/promote-residencial-discovery-candidate.mjs","scripts/sync-residencial-discovery-candidates.mjs; scripts/review-residencial-discovery-candidate.mjs; scripts/promote-residencial-discovery-candidate.mjs; scripts/load-paysandu-app-discoveries.mjs","legacy_private_queue","SELECT * y DML explícitos; sin lector de frontend",""
"public","residencial_discovery_candidates","first_seen_at","timestamp with time zone","no","","40","scripts/sync-residencial-discovery-candidates.mjs; scripts/review-residencial-discovery-candidate.mjs; scripts/promote-residencial-discovery-candidate.mjs","scripts/sync-residencial-discovery-candidates.mjs; scripts/review-residencial-discovery-candidate.mjs; scripts/promote-residencial-discovery-candidate.mjs; scripts/load-paysandu-app-discoveries.mjs","legacy_private_queue","SELECT * y DML explícitos; sin lector de frontend",""
"public","residencial_discovery_candidates","last_seen_at","timestamp with time zone","no","","40","scripts/sync-residencial-discovery-candidates.mjs; scripts/review-residencial-discovery-candidate.mjs; scripts/promote-residencial-discovery-candidate.mjs","scripts/sync-residencial-discovery-candidates.mjs; scripts/review-residencial-discovery-candidate.mjs; scripts/promote-residencial-discovery-candidate.mjs; scripts/load-paysandu-app-discoveries.mjs","legacy_private_queue","SELECT * y DML explícitos; sin lector de frontend",""
"public","residencial_discovery_candidates","run_metadata","jsonb","no","'{}'::jsonb","40","scripts/sync-residencial-discovery-candidates.mjs; scripts/review-residencial-discovery-candidate.mjs; scripts/promote-residencial-discovery-candidate.mjs","scripts/sync-residencial-discovery-candidates.mjs; scripts/review-residencial-discovery-candidate.mjs; scripts/promote-residencial-discovery-candidate.mjs; scripts/load-paysandu-app-discoveries.mjs","legacy_private_queue","SELECT * y DML explícitos; sin lector de frontend",""
"public","residencial_discovery_candidates","created_at","timestamp with time zone","no","now()","40","scripts/sync-residencial-discovery-candidates.mjs; scripts/review-residencial-discovery-candidate.mjs; scripts/promote-residencial-discovery-candidate.mjs","scripts/sync-residencial-discovery-candidates.mjs; scripts/review-residencial-discovery-candidate.mjs; scripts/promote-residencial-discovery-candidate.mjs; scripts/load-paysandu-app-discoveries.mjs; default/now() o DML de actualización","legacy_private_queue","SELECT * y DML explícitos; sin lector de frontend",""
"public","residencial_discovery_candidates","updated_at","timestamp with time zone","no","now()","40","scripts/sync-residencial-discovery-candidates.mjs; scripts/review-residencial-discovery-candidate.mjs; scripts/promote-residencial-discovery-candidate.mjs","scripts/sync-residencial-discovery-candidates.mjs; scripts/review-residencial-discovery-candidate.mjs; scripts/promote-residencial-discovery-candidate.mjs; scripts/load-paysandu-app-discoveries.mjs; default/now() o DML de actualización","legacy_private_queue","SELECT * y DML explícitos; sin lector de frontend",""
"discovery_private","facility_source_runs","id","bigint","no","","1","scripts/lib/private-candidate-import.mjs (id y conteos)","scripts/lib/private-candidate-import.mjs","private_osm_only","INSERT/UPSERT explícito",""
"discovery_private","facility_source_runs","run_key","text","no","","1","scripts/lib/private-candidate-import.mjs (id y conteos)","scripts/lib/private-candidate-import.mjs","private_osm_only","INSERT/UPSERT explícito",""
"discovery_private","facility_source_runs","source_type","text","no","","1","scripts/lib/private-candidate-import.mjs (id y conteos)","scripts/lib/private-candidate-import.mjs","private_osm_only","INSERT/UPSERT explícito",""
"discovery_private","facility_source_runs","source_url","text","no","","1","scripts/lib/private-candidate-import.mjs (id y conteos)","scripts/lib/private-candidate-import.mjs","private_osm_only","INSERT/UPSERT explícito",""
"discovery_private","facility_source_runs","source_license","text","yes","","1","scripts/lib/private-candidate-import.mjs (id y conteos)","scripts/lib/private-candidate-import.mjs","private_osm_only","INSERT/UPSERT explícito",""
"discovery_private","facility_source_runs","storage_policy","text","no","'normalized_only'::text","1","scripts/lib/private-candidate-import.mjs (id y conteos)","scripts/lib/private-candidate-import.mjs","private_osm_only","INSERT/UPSERT explícito",""
"discovery_private","facility_source_runs","status","text","no","'running'::text","1","scripts/lib/private-candidate-import.mjs (id y conteos)","scripts/lib/private-candidate-import.mjs","private_osm_only","INSERT/UPSERT explícito",""
"discovery_private","facility_source_runs","started_at","timestamp with time zone","no","now()","1","scripts/lib/private-candidate-import.mjs (id y conteos)","scripts/lib/private-candidate-import.mjs","private_osm_only","INSERT/UPSERT explícito",""
"discovery_private","facility_source_runs","completed_at","timestamp with time zone","yes","","1","scripts/lib/private-candidate-import.mjs (id y conteos)","scripts/lib/private-candidate-import.mjs","private_osm_only","INSERT/UPSERT explícito",""
"discovery_private","facility_source_runs","observation_count","integer","no","0","1","scripts/lib/private-candidate-import.mjs (id y conteos)","scripts/lib/private-candidate-import.mjs","private_osm_only","INSERT/UPSERT explícito",""
"discovery_private","facility_source_runs","error_summary","text","yes","","1","scripts/lib/private-candidate-import.mjs (id y conteos)","scripts/lib/private-candidate-import.mjs","private_osm_only","INSERT/UPSERT explícito",""
"discovery_private","facility_source_runs","created_at","timestamp with time zone","no","now()","1","scripts/lib/private-candidate-import.mjs (id y conteos)","scripts/lib/private-candidate-import.mjs; default/now() o DML de actualización","private_osm_only","INSERT/UPSERT explícito",""
"discovery_private","facility_source_observations","id","bigint","no","","32","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs","private_osm_only","SELECT/INSERT explícitos",""
"discovery_private","facility_source_observations","run_id","bigint","no","","32","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs","private_osm_only","SELECT/INSERT explícitos",""
"discovery_private","facility_source_observations","source_type","text","no","","32","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs","private_osm_only","SELECT/INSERT explícitos",""
"discovery_private","facility_source_observations","source_record_key","text","no","","32","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs","private_osm_only","SELECT/INSERT explícitos",""
"discovery_private","facility_source_observations","source_url","text","no","","32","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs","private_osm_only","SELECT/INSERT explícitos",""
"discovery_private","facility_source_observations","retrieved_at","timestamp with time zone","no","","32","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs","private_osm_only","SELECT/INSERT explícitos",""
"discovery_private","facility_source_observations","source_date","date","yes","","32","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs","private_osm_only","SELECT/INSERT explícitos",""
"discovery_private","facility_source_observations","source_license","text","yes","","32","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs","private_osm_only","SELECT/INSERT explícitos",""
"discovery_private","facility_source_observations","storage_policy","text","no","'normalized_only'::text","32","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs","private_osm_only","SELECT/INSERT explícitos",""
"discovery_private","facility_source_observations","normalized_name","text","yes","","32","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs","private_osm_only","SELECT/INSERT explícitos",""
"discovery_private","facility_source_observations","normalized_department","text","yes","","32","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs","private_osm_only","SELECT/INSERT explícitos",""
"discovery_private","facility_source_observations","normalized_locality","text","yes","","32","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs","private_osm_only","SELECT/INSERT explícitos",""
"discovery_private","facility_source_observations","normalized_address","text","yes","","32","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs","private_osm_only","SELECT/INSERT explícitos",""
"discovery_private","facility_source_observations","lat","double precision","yes","","32","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs","private_osm_only","SELECT/INSERT explícitos",""
"discovery_private","facility_source_observations","lng","double precision","yes","","32","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs","private_osm_only","SELECT/INSERT explícitos",""
"discovery_private","facility_source_observations","human_note","text","yes","","32","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs","private_osm_only","SELECT/INSERT explícitos","Brief human observation; for Instagram/Facebook only URL, retrieval time and this note may be retained."
"discovery_private","facility_source_observations","raw_metadata_storage_permitted","boolean","no","false","32","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs","private_osm_only","SELECT/INSERT explícitos",""
"discovery_private","facility_source_observations","raw_metadata","jsonb","yes","","32","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs","private_osm_only","SELECT/INSERT explícitos","Optional source metadata only when storage_policy and a human/legal assessment permit storage; must exclude prohibited personal or platform content."
"discovery_private","facility_source_observations","record_hash","text","no","","32","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs","private_osm_only","SELECT/INSERT explícitos",""
"discovery_private","facility_source_observations","created_at","timestamp with time zone","no","now()","32","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs; default/now() o DML de actualización","private_osm_only","SELECT/INSERT explícitos",""
"discovery_private","facility_candidates","id","bigint","no","","30","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/sync-candidate-match-suggestions.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs; app/api/team/facility-candidates/route.ts","private_runtime","SELECT *, GET y UPDATE explícitos",""
"discovery_private","facility_candidates","candidate_key","text","no","","30","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/sync-candidate-match-suggestions.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs; app/api/team/facility-candidates/route.ts","private_runtime","SELECT *, GET y UPDATE explícitos",""
"discovery_private","facility_candidates","status","text","no","'discovered'::text","30","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/sync-candidate-match-suggestions.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs; app/api/team/facility-candidates/route.ts","private_runtime","SELECT *, GET y UPDATE explícitos",""
"discovery_private","facility_candidates","normalized_name","text","no","","30","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/sync-candidate-match-suggestions.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs; app/api/team/facility-candidates/route.ts","private_runtime","SELECT *, GET y UPDATE explícitos",""
"discovery_private","facility_candidates","normalized_department","text","yes","","30","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/sync-candidate-match-suggestions.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs; app/api/team/facility-candidates/route.ts","private_runtime","SELECT *, GET y UPDATE explícitos",""
"discovery_private","facility_candidates","normalized_locality","text","yes","","30","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/sync-candidate-match-suggestions.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs; app/api/team/facility-candidates/route.ts","private_runtime","SELECT *, GET y UPDATE explícitos",""
"discovery_private","facility_candidates","normalized_address","text","yes","","30","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/sync-candidate-match-suggestions.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs; app/api/team/facility-candidates/route.ts","private_runtime","SELECT *, GET y UPDATE explícitos",""
"discovery_private","facility_candidates","lat","double precision","yes","","30","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/sync-candidate-match-suggestions.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs; app/api/team/facility-candidates/route.ts","private_runtime","SELECT *, GET y UPDATE explícitos",""
"discovery_private","facility_candidates","lng","double precision","yes","","30","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/sync-candidate-match-suggestions.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs; app/api/team/facility-candidates/route.ts","private_runtime","SELECT *, GET y UPDATE explícitos",""
"discovery_private","facility_candidates","best_match_residencial_id","text","yes","","30","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/sync-candidate-match-suggestions.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs; app/api/team/facility-candidates/route.ts","private_runtime","SELECT *, GET y UPDATE explícitos",""
"discovery_private","facility_candidates","best_match_score","numeric","yes","","30","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/sync-candidate-match-suggestions.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs; app/api/team/facility-candidates/route.ts","private_runtime","SELECT *, GET y UPDATE explícitos",""
"discovery_private","facility_candidates","evidence_tier","text","no","'C'::text","30","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/sync-candidate-match-suggestions.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs; app/api/team/facility-candidates/route.ts","private_runtime","SELECT *, GET y UPDATE explícitos",""
"discovery_private","facility_candidates","human_reviewed","boolean","no","false","30","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/sync-candidate-match-suggestions.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs; app/api/team/facility-candidates/route.ts","private_runtime","SELECT *, GET y UPDATE explícitos",""
"discovery_private","facility_candidates","reviewed_at","timestamp with time zone","yes","","30","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/sync-candidate-match-suggestions.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs; app/api/team/facility-candidates/route.ts","private_runtime","SELECT *, GET y UPDATE explícitos",""
"discovery_private","facility_candidates","reviewed_by","text","yes","","30","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/sync-candidate-match-suggestions.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs; app/api/team/facility-candidates/route.ts","private_runtime","SELECT *, GET y UPDATE explícitos",""
"discovery_private","facility_candidates","review_note","text","yes","","30","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/sync-candidate-match-suggestions.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs; app/api/team/facility-candidates/route.ts","private_runtime","SELECT *, GET y UPDATE explícitos",""
"discovery_private","facility_candidates","public_eligible","boolean","no","false","30","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/sync-candidate-match-suggestions.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs; app/api/team/facility-candidates/route.ts","private_runtime","SELECT *, GET y UPDATE explícitos","May be true only after human review, verified status and linked A/B evidence; promotion is a separate future action."
"discovery_private","facility_candidates","first_seen_at","timestamp with time zone","no","now()","30","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/sync-candidate-match-suggestions.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs; app/api/team/facility-candidates/route.ts","private_runtime","SELECT *, GET y UPDATE explícitos",""
"discovery_private","facility_candidates","last_seen_at","timestamp with time zone","no","now()","30","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/sync-candidate-match-suggestions.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs; app/api/team/facility-candidates/route.ts","private_runtime","SELECT *, GET y UPDATE explícitos",""
"discovery_private","facility_candidates","created_at","timestamp with time zone","no","now()","30","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/sync-candidate-match-suggestions.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs; app/api/team/facility-candidates/route.ts; default/now() o DML de actualización","private_runtime","SELECT *, GET y UPDATE explícitos",""
"discovery_private","facility_candidates","updated_at","timestamp with time zone","no","now()","30","app/api/team/facility-candidates/route.ts; scripts/lib/social-candidate-import.mjs; scripts/sync-candidate-match-suggestions.mjs; scripts/lib/private-candidate-import.mjs","scripts/lib/private-candidate-import.mjs; app/api/team/facility-candidates/route.ts; default/now() o DML de actualización","private_runtime","SELECT *, GET y UPDATE explícitos",""
"discovery_private","facility_candidate_sources","candidate_id","bigint","no","","30","app/api/team/facility-candidates/route.ts","scripts/lib/private-candidate-import.mjs","private_runtime","JOIN/INSERT explícitos",""
"discovery_private","facility_candidate_sources","observation_id","bigint","no","","30","app/api/team/facility-candidates/route.ts","scripts/lib/private-candidate-import.mjs","private_runtime","JOIN/INSERT explícitos",""
"discovery_private","facility_candidate_sources","evidence_role","text","no","'lead'::text","30","app/api/team/facility-candidates/route.ts","scripts/lib/private-candidate-import.mjs","private_runtime","JOIN/INSERT explícitos",""
"discovery_private","facility_candidate_sources","independence_key","text","yes","","30","app/api/team/facility-candidates/route.ts","scripts/lib/private-candidate-import.mjs","private_runtime","JOIN/INSERT explícitos","Stable organization/domain key used to demonstrate independence between tier-B sources."
"discovery_private","facility_candidate_sources","link_method","text","no","'automated'::text","30","app/api/team/facility-candidates/route.ts","scripts/lib/private-candidate-import.mjs","private_runtime","JOIN/INSERT explícitos",""
"discovery_private","facility_candidate_sources","linked_by","text","yes","","30","app/api/team/facility-candidates/route.ts","scripts/lib/private-candidate-import.mjs","private_runtime","JOIN/INSERT explícitos",""
"discovery_private","facility_candidate_sources","linked_at","timestamp with time zone","no","now()","30","app/api/team/facility-candidates/route.ts","scripts/lib/private-candidate-import.mjs; default/now() o DML de actualización","private_runtime","JOIN/INSERT explícitos",""
"discovery_private","facility_external_ids","id","bigint","no","","30","scripts/lib/private-candidate-import.mjs (RETURNING id)","scripts/lib/private-candidate-import.mjs","write_only_no_runtime_reader","INSERT explícito; no lector encontrado",""
"discovery_private","facility_external_ids","candidate_id","bigint","yes","","30","unknown","scripts/lib/private-candidate-import.mjs","write_only_no_runtime_reader","INSERT explícito; no lector encontrado",""
"discovery_private","facility_external_ids","residencial_id","text","yes","","30","unknown","scripts/lib/private-candidate-import.mjs","write_only_no_runtime_reader","INSERT explícito; no lector encontrado",""
"discovery_private","facility_external_ids","observation_id","bigint","yes","","30","unknown","scripts/lib/private-candidate-import.mjs","write_only_no_runtime_reader","INSERT explícito; no lector encontrado",""
"discovery_private","facility_external_ids","provider","text","no","","30","unknown","scripts/lib/private-candidate-import.mjs","write_only_no_runtime_reader","INSERT explícito; no lector encontrado",""
"discovery_private","facility_external_ids","external_id","text","no","","30","unknown","scripts/lib/private-candidate-import.mjs","write_only_no_runtime_reader","INSERT explícito; no lector encontrado",""
"discovery_private","facility_external_ids","external_url","text","yes","","30","unknown","scripts/lib/private-candidate-import.mjs","write_only_no_runtime_reader","INSERT explícito; no lector encontrado",""
"discovery_private","facility_external_ids","link_method","text","no","","30","unknown","scripts/lib/private-candidate-import.mjs","write_only_no_runtime_reader","INSERT explícito; no lector encontrado",""
"discovery_private","facility_external_ids","linked_by","text","no","","30","unknown","scripts/lib/private-candidate-import.mjs","write_only_no_runtime_reader","INSERT explícito; no lector encontrado",""
"discovery_private","facility_external_ids","linked_at","timestamp with time zone","no","now()","30","unknown","scripts/lib/private-candidate-import.mjs; default/now() o DML de actualización","write_only_no_runtime_reader","INSERT explícito; no lector encontrado",""
"discovery_private","facility_external_ids","created_at","timestamp with time zone","no","now()","30","unknown","scripts/lib/private-candidate-import.mjs; default/now() o DML de actualización","write_only_no_runtime_reader","INSERT explícito; no lector encontrado",""
"discovery_private","facility_candidate_match_suggestions","candidate_id","bigint","no","","90","app/api/team/facility-candidates/route.ts","scripts/sync-candidate-match-suggestions.mjs","private_runtime","JOIN/INSERT explícitos",""
"discovery_private","facility_candidate_match_suggestions","residencial_id","text","no","","90","app/api/team/facility-candidates/route.ts","scripts/sync-candidate-match-suggestions.mjs","private_runtime","JOIN/INSERT explícitos",""
"discovery_private","facility_candidate_match_suggestions","rank","smallint","no","","90","app/api/team/facility-candidates/route.ts","scripts/sync-candidate-match-suggestions.mjs","private_runtime","JOIN/INSERT explícitos",""
"discovery_private","facility_candidate_match_suggestions","score","numeric","no","","90","app/api/team/facility-candidates/route.ts","scripts/sync-candidate-match-suggestions.mjs","private_runtime","JOIN/INSERT explícitos",""
"discovery_private","facility_candidate_match_suggestions","components","jsonb","no","","90","app/api/team/facility-candidates/route.ts","scripts/sync-candidate-match-suggestions.mjs","private_runtime","JOIN/INSERT explícitos",""
"discovery_private","facility_candidate_match_suggestions","generated_at","timestamp with time zone","no","","90","app/api/team/facility-candidates/route.ts","scripts/sync-candidate-match-suggestions.mjs; default/now() o DML de actualización","private_runtime","JOIN/INSERT explícitos",""
"discovery_private","facility_candidate_match_suggestions","created_at","timestamp with time zone","no","now()","90","app/api/team/facility-candidates/route.ts","scripts/sync-candidate-match-suggestions.mjs; default/now() o DML de actualización","private_runtime","JOIN/INSERT explícitos",""
"discovery_private","facility_candidate_match_suggestions","updated_at","timestamp with time zone","no","now()","90","app/api/team/facility-candidates/route.ts","scripts/sync-candidate-match-suggestions.mjs; default/now() o DML de actualización","private_runtime","JOIN/INSERT explícitos",""
"discovery_private","facility_candidate_review_events","id","bigint","no","","0","app/api/team/facility-candidates/route.ts","app/api/team/facility-candidates/route.ts; append-only trigger","private_runtime_audit","SELECT/INSERT explícitos",""
"discovery_private","facility_candidate_review_events","candidate_id","bigint","no","","0","app/api/team/facility-candidates/route.ts","app/api/team/facility-candidates/route.ts; append-only trigger","private_runtime_audit","SELECT/INSERT explícitos",""
"discovery_private","facility_candidate_review_events","action","text","no","","0","app/api/team/facility-candidates/route.ts","app/api/team/facility-candidates/route.ts; append-only trigger","private_runtime_audit","SELECT/INSERT explícitos",""
"discovery_private","facility_candidate_review_events","previous_status","text","no","","0","app/api/team/facility-candidates/route.ts","app/api/team/facility-candidates/route.ts; append-only trigger","private_runtime_audit","SELECT/INSERT explícitos",""
"discovery_private","facility_candidate_review_events","new_status","text","no","","0","app/api/team/facility-candidates/route.ts","app/api/team/facility-candidates/route.ts; append-only trigger","private_runtime_audit","SELECT/INSERT explícitos",""
"discovery_private","facility_candidate_review_events","previous_evidence_tier","text","no","","0","app/api/team/facility-candidates/route.ts","app/api/team/facility-candidates/route.ts; append-only trigger","private_runtime_audit","SELECT/INSERT explícitos",""
"discovery_private","facility_candidate_review_events","new_evidence_tier","text","no","","0","app/api/team/facility-candidates/route.ts","app/api/team/facility-candidates/route.ts; append-only trigger","private_runtime_audit","SELECT/INSERT explícitos",""
"discovery_private","facility_candidate_review_events","matched_residencial_id","text","yes","","0","app/api/team/facility-candidates/route.ts","app/api/team/facility-candidates/route.ts; append-only trigger","private_runtime_audit","SELECT/INSERT explícitos",""
"discovery_private","facility_candidate_review_events","reviewer_identifier","text","no","","0","app/api/team/facility-candidates/route.ts","app/api/team/facility-candidates/route.ts; append-only trigger","private_runtime_audit","SELECT/INSERT explícitos",""
"discovery_private","facility_candidate_review_events","review_note","text","no","","0","app/api/team/facility-candidates/route.ts","app/api/team/facility-candidates/route.ts; append-only trigger","private_runtime_audit","SELECT/INSERT explícitos",""
"discovery_private","facility_candidate_review_events","corrections","jsonb","no","'{}'::jsonb","0","app/api/team/facility-candidates/route.ts","app/api/team/facility-candidates/route.ts; append-only trigger","private_runtime_audit","SELECT/INSERT explícitos",""
"discovery_private","facility_candidate_review_events","candidate_before","jsonb","no","","0","unknown","app/api/team/facility-candidates/route.ts; append-only trigger","write_only_audit_snapshot","Escrito por la ruta; no lector encontrado","Immutable snapshot of the private candidate immediately before the reviewed change."
"discovery_private","facility_candidate_review_events","candidate_after","jsonb","no","","0","unknown","app/api/team/facility-candidates/route.ts; append-only trigger","write_only_audit_snapshot","Escrito por la ruta; no lector encontrado","Immutable snapshot of the private candidate immediately after the reviewed change."
"discovery_private","facility_candidate_review_events","created_at","timestamp with time zone","no","now()","0","app/api/team/facility-candidates/route.ts","app/api/team/facility-candidates/route.ts; append-only trigger; default/now() o DML de actualización","private_runtime_audit","SELECT/INSERT explícitos",""
