candidate_key,observed_name,aliases,department,locality,address,address_precision,phones,email,website_url,instagram_url,facebook_url,classification,evidence_tier,confidence,activity_status,latest_public_activity,administrative_status,exclusion_index_match,historical_public_match,possible_relationships,coordinate_status,google_place_verification_status,import_recommendation,map_action,source_urls,review_notes
canelones:salinas:residencia-salinas,Residencia Salinas,,Canelones,Salinas,"Zorrilla de San Martín, entre Yandubayú y Abaroré",street_segment,4376 6806,,,,,possible_move_or_rebrand,C,high,current_directory_presence,,not_determined,no_match_found,same_street_as_historical_salinas_and_salinas_ii,"En 2019 figuraban SALINAS y SALINAS II en Zorrilla de San Martín, M102 S21 y M101 S20. Resolver cuál corresponde a la ficha actual.",needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_relationship_review,do_not_create_new_public_point_until_relationship_resolved,https://1122.com.uy/rubro-zona/salinas/residenciales/PRD1000233/Z03131 | https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,
canelones:pinamar:mi-sueno,Hogar Mi Sueño,,Canelones,Pinamar,Nogueira esquina Ruta Interbalnearia,intersection,4376 (parcial) | 0953 (parcial),,,,,possible_move_or_rebrand,C,medium_high,directory_presence_only,,not_determined,same_name_as_known_mi_sueno,same_name_historical_neptunia,"El índice contiene Mi Sueño en Giannattasio 236 y la lista de 2019 en Neptunia, Costa Azul M210 S24. Puede ser otra sede, mudanza o homónimo.",needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_relationship_review,do_not_create_new_public_point_until_relationship_resolved,https://1122.com.uy/rubro-zona/salinas/residenciales/PRD1000233/Z03131,
canelones:el-bosque:la-bonne-vie-alt,La Bonne Vie,,Canelones,El Bosque,"Mar de Ajó M15 S2, entre Mar del Plata y Los Eucaliptus",manzana_solar,2682 2539 | 095 876 402 | 094 279 724,,,,,possible_move_or_rebrand,C,high,local_directory_presence,,not_determined,exact_name_known_different_official_address,historical_rio_negro_m216_s15,"La fuente oficial y el índice ubican La Bonne Vie en Río Negro M216 S15. La ficha local muestra Mar de Ajó M15 S2. Puede ser mudanza, segunda sede o ficha desactualizada.",needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_relationship_review,do_not_create_new_public_point_until_relationship_resolved,https://ciudaddelacosta.com.uy/modules/directorio/lstDirectorio.php?id=110&listar=por_categoria | https://www.gub.uy/ministerio-desarrollo-social/tramites-y-servicios/servicios/establecimientos-larga-estadia-para-personas-mayores-habilitados,
canelones:medanos:brisas-del-mar-relationship,Brisas del Mar,,Canelones,Médanos de Solymar,Calle Indiana,street_without_door_number,2698 (parcial),,,,,possible_move_or_rebrand,C,medium,directory_presence_only,,not_determined,no_match_found,same_street_historical_los_abuelos_de_lomas,Los Abuelos de Lomas figuraba en 2019 en Indiana M27 S20. Falta puerta actual para resolver si es otro sitio o rebranding.,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,private_relationship_review,do_not_create_new_public_point_until_relationship_resolved,https://1122.com.uy/rubro-zona/lomas-de-solymar/residenciales/PRD1000233/Z03953 | https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,
canelones:shangrila:residencial-shangrila,Residencial Shangrilá,,Canelones,Shangrilá,"Paraguay M13 S20, esquina Sáenz Peña",door_number,,,,,,known_exact_match,C,high,current_directory_and_social_presence,,not_determined,matched_osm_private_candidate_and_historical_record,exact_historical_match_2019,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,do_not_create_new_candidate_enrich_existing,no_new_red_point,https://1122.com.uy/rubro-zona/lomas-de-solymar/residenciales/PRD1000233/Z03953 | https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,
canelones:lagomar:genesis,Genesis,,Canelones,Lagomar,"Manuel Varela Cáceres M102 S3, entre Río Ebro y Rambla",door_number,094 310 909,,,,,known_exact_match,C,high,listed_by_sector_association_2026,2026,not_determined,no_match_found,exact_historical_match_genesis_ii,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,do_not_create_new_candidate_enrich_existing,no_new_red_point,https://aderama.org.uy/socios-2026/ | https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,
canelones:lagomar:mely-an,Mely An,,Canelones,Lagomar,García Arocena M8 S14,door_number,,,,,,known_exact_match,C,high,current_directory_presence,,not_determined,no_match_found,exact_historical_match_2019,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,do_not_create_new_candidate_enrich_existing,no_new_red_point,https://1122.com.uy/rubro-zona/lomas-de-solymar/residenciales/PRD1000233/Z03953 | https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,
canelones:el-bosque:de-la-costa,Residencial de la Costa,,Canelones,El Bosque,Rambla Costanera entre Biarritz y Mar del Plata,street_segment,,,,,,known_exact_match,C,high,current_directory_presence,,not_determined,no_match_found,exact_historical_match_2019,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,do_not_create_new_candidate_enrich_existing,no_new_red_point,https://1122.com.uy/rubro-zona/lagomar/residenciales/PRD1000233/Z03831 | https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,
canelones:el-pinar:la-oliva,La Oliva,,Canelones,El Pinar,Av. Juan María Pérez y Fuentes 15800,door_number,2698 4023,,,,,known_exact_match,C,high,listed_by_sector_association_2026,2026,not_determined,no_match_found,same_name_historical_site,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,do_not_create_new_candidate_enrich_existing,no_new_red_point,https://aderama.org.uy/socios-2026/ | https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,
canelones:las-piedras:cronos,Cronos,,Canelones,Las Piedras,Baltasar Brum 705,door_number,,,,,,known_exact_match,C,high,current_public_directory_presence,,not_determined,no_match_found,exact_historical_match_2019,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,do_not_create_new_candidate_enrich_existing,no_new_red_point,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,
canelones:las-piedras:don-arturo,Don Arturo,,Canelones,Las Piedras,Senén Rodríguez 27,door_number,,,,,,known_exact_match,C,high,current_directory_presence,,not_determined,no_match_found,exact_historical_match_2019,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,do_not_create_new_candidate_enrich_existing,no_new_red_point,https://1122.com.uy/rubro-zona/las-piedras/hogar-de-ancianos/PRD10114180/Z03221 | https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,
canelones:santa-rosa:aniceto-cervieri,Hogar Aniceto Cervieri,,Canelones,Santa Rosa,José E. Rodó s/n,street_without_door_number,,,,,,known_exact_match,A,high,official_historical_and_public_presence,,not_determined,no_match_found,exact_historical_match_2019,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,do_not_create_new_candidate_enrich_existing,no_new_red_point,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,
canelones:san-bautista:hogar-san-bautista,Hogar San Bautista,,Canelones,San Bautista,Luis A. de Herrera s/n,street_without_door_number,,,,,,known_exact_match,A,high,official_historical_and_public_presence,,not_determined,no_match_found,exact_historical_match_2019,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,do_not_create_new_candidate_enrich_existing,no_new_red_point,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,
canelones:parque-del-plata:payma,PAYMA,,Canelones,Parque del Plata,Calle 16,street_without_door_number,,,,,,known_exact_match,C,high,directory_presence_detected,,not_determined,no_match_found,exact_historical_match_2019,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,do_not_create_new_candidate_enrich_existing,no_new_red_point,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,
canelones:la-floresta:anos-dorados,Los Años Dorados,,Canelones,La Floresta,Argentina s/n,street_without_door_number,,,,,,known_exact_match,C,high,historical_only_until_current_source_confirmed,,not_determined,no_match_found,exact_historical_match_2019,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,do_not_create_new_candidate_enrich_existing,no_new_red_point,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/2019-06/respuesta-a-pedido-de-informacion%5B1%5D_3.pdf,
false-positive:florida:nuestro-camino,Residencial Nuestro Camino,,Canelones,Fray Marcos,,missing,,,,,,false_positive,C,high,outside_department,,not_determined,no_match_found,no_match_found,,not_geocodable_without_exact_address,pending_local_codex_tool,discard,do_not_map,https://aderama.org.uy/socios-2026/,"El resultado pertenece a Florida, no a Canelones."
false-positive:montevideo:vivir-mejor,Residencial Vivir Mejor,,Canelones,Montevideo,Tres Cruces,locality_only,,,,,,false_positive,C,high,outside_department,,not_determined,no_match_found,no_match_found,,needs_ide_geocoding_after_deduplication,pending_local_codex_tool,discard,do_not_map,https://residencialvivirmejor.com.uy/,"El sitio propio lo ubica en Tres Cruces, Montevideo."
