"conflict_id","exclusion_id","conflict_type","department","detail","source_ids","requires_human_review"
"EXC-CONFLICT-53E3E62D4232B8DB","EXC-OFFICIAL-ELP-0085","excluded_contaminated_source","Canelones","extracción PDF concatenada: nombre y dirección mezclan decenas de filas","MSPR-065-2021","true"
"EXC-CONFLICT-4881611EE9FD8F6B","EXC-OFFICIAL-ELP-0181","excluded_contaminated_source","Florida","agrupación de origen defectuosa: mezcla ELP-0180 y ELP-0182","MIDES-047|MIDES-050|MSPR-041-2018|MSPR-084-2019|MSPR-129-2019|MSPR-091-2021|PACP-012","true"
"EXC-CONFLICT-CF6BBF8392A02158","EXC-CANDIDATE-BA169C2669D2991A","candidate_possible_duplicate","","Sugerencia possible_match; no se fusionó automáticamente.","candidate:1","true"
"EXC-CONFLICT-A6B893816967F643","EXC-CANDIDATE-A6A38721A68E9C28","candidate_possible_duplicate","","Sugerencia possible_match; no se fusionó automáticamente.","candidate:2","true"
"EXC-CONFLICT-9AC4909327721398","EXC-CANDIDATE-3F2A4961B0F7D753","candidate_possible_duplicate","","Sugerencia possible_match; no se fusionó automáticamente.","candidate:3","true"
"EXC-CONFLICT-E47012E2BF367BE9","EXC-CANDIDATE-5296BAD3E45FA172","candidate_possible_duplicate","","Sugerencia possible_match; no se fusionó automáticamente.","candidate:4","true"
"EXC-CONFLICT-042C4119D2088A55","EXC-CANDIDATE-0FC5B04B4FF39099","candidate_possible_duplicate","","Sugerencia possible_match; no se fusionó automáticamente.","candidate:5","true"
"EXC-CONFLICT-9125CDABD1F0FD32","EXC-CANDIDATE-CC1BCF8EE2673119","candidate_possible_duplicate","","Sugerencia possible_match; no se fusionó automáticamente.","candidate:6","true"
"EXC-CONFLICT-EE52FD5D133564F3","EXC-CANDIDATE-84FD3C33DC5A9E5B","candidate_possible_duplicate","","Sugerencia possible_match; no se fusionó automáticamente.","candidate:7","true"
"EXC-CONFLICT-BFA8A95395B6BC80","EXC-CANDIDATE-1738DE799FFD143A","candidate_possible_duplicate","","Sugerencia possible_match; no se fusionó automáticamente.","candidate:8","true"
"EXC-CONFLICT-3F9F30BBF2DE7E76","EXC-CANDIDATE-7D33A13CEB5A3B64","candidate_possible_duplicate","","Sugerencia possible_match; no se fusionó automáticamente.","candidate:9","true"
"EXC-CONFLICT-610F2976A1694C39","EXC-CANDIDATE-597FD2D8586456CE","candidate_possible_duplicate","","Sugerencia possible_match; no se fusionó automáticamente.","candidate:10","true"
"EXC-CONFLICT-B6407728FC899171","EXC-CANDIDATE-597FD2D8586456CE","candidate_missing_exact_address","","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:10","true"
"EXC-CONFLICT-175B2F0108A5B0CF","EXC-CANDIDATE-A94EE9E2C73BE944","candidate_possible_duplicate","","Sugerencia needs_review; no se fusionó automáticamente.","candidate:11","true"
"EXC-CONFLICT-DBD892A0DF6686F3","EXC-CANDIDATE-9565C76BF06202F1","candidate_possible_duplicate","","Sugerencia needs_review; no se fusionó automáticamente.","candidate:12","true"
"EXC-CONFLICT-5A1BC56A3B50353C","EXC-CANDIDATE-C3FB0FD168BE8BE0","candidate_possible_duplicate","","Sugerencia needs_review; no se fusionó automáticamente.","candidate:13","true"
"EXC-CONFLICT-AA39EA4D2098CE59","EXC-CANDIDATE-C3FB0FD168BE8BE0","candidate_missing_exact_address","","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:13","true"
"EXC-CONFLICT-C22EE9054EC79C1A","EXC-CANDIDATE-1E8B2E51C8FD1BF5","candidate_possible_duplicate","","Sugerencia needs_review; no se fusionó automáticamente.","candidate:14","true"
"EXC-CONFLICT-4B1803828F70D9FE","EXC-CANDIDATE-1E8B2E51C8FD1BF5","candidate_missing_exact_address","","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:14","true"
"EXC-CONFLICT-FD594A00788ED911","EXC-CANDIDATE-CA5C93314D98AEC3","candidate_possible_duplicate","","Sugerencia needs_review; no se fusionó automáticamente.","candidate:15","true"
"EXC-CONFLICT-07BC1131BDDAF2B5","EXC-CANDIDATE-CA5C93314D98AEC3","candidate_missing_exact_address","","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:15","true"
"EXC-CONFLICT-744D45059E2C3177","EXC-CANDIDATE-8F7DE37D85D4732A","candidate_possible_duplicate","","Sugerencia needs_review; no se fusionó automáticamente.","candidate:16","true"
"EXC-CONFLICT-61D9E3B1808FE18D","EXC-CANDIDATE-8F7DE37D85D4732A","candidate_missing_exact_address","","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:16","true"
"EXC-CONFLICT-8CA59D500CBF0B60","EXC-CANDIDATE-52DB8EDE00BCA13D","candidate_possible_duplicate","","Sugerencia needs_review; no se fusionó automáticamente.","candidate:17","true"
"EXC-CONFLICT-FA84E21E9586DBAA","EXC-CANDIDATE-52DB8EDE00BCA13D","candidate_missing_exact_address","","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:17","true"
"EXC-CONFLICT-29C3ACAC67A70751","EXC-CANDIDATE-5E1C228FD6B7EC36","candidate_possible_duplicate","","Sugerencia needs_review; no se fusionó automáticamente.","candidate:18","true"
"EXC-CONFLICT-4386A6D1BBC6218D","EXC-CANDIDATE-5E1C228FD6B7EC36","candidate_missing_exact_address","","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:18","true"
"EXC-CONFLICT-2312DC32D4316820","EXC-CANDIDATE-8CC0A84E0A508ADE","candidate_possible_duplicate","","Sugerencia needs_review; no se fusionó automáticamente.","candidate:19","true"
"EXC-CONFLICT-16575FF569BB0F1D","EXC-CANDIDATE-8CC0A84E0A508ADE","candidate_missing_exact_address","","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:19","true"
"EXC-CONFLICT-17A36B88BB78C269","EXC-CANDIDATE-487BBBC16B1414E8","candidate_possible_duplicate","","Sugerencia needs_review; no se fusionó automáticamente.","candidate:20","true"
"EXC-CONFLICT-A26EF9551852B4F5","EXC-CANDIDATE-883F28D0E0DE0C2B","candidate_possible_duplicate","","Sugerencia needs_review; no se fusionó automáticamente.","candidate:21","true"
"EXC-CONFLICT-05AF5B48296DD01C","EXC-CANDIDATE-883F28D0E0DE0C2B","candidate_missing_exact_address","","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:21","true"
"EXC-CONFLICT-70485A1DB8C56A5F","EXC-CANDIDATE-9E5D281F159A7C64","candidate_possible_duplicate","","Sugerencia needs_review; no se fusionó automáticamente.","candidate:22","true"
"EXC-CONFLICT-D331F3BE65C05FD9","EXC-CANDIDATE-114EC8AF14BD8D6E","candidate_possible_duplicate","","Sugerencia needs_review; no se fusionó automáticamente.","candidate:23","true"
"EXC-CONFLICT-9FCFF059202B2B98","EXC-CANDIDATE-114EC8AF14BD8D6E","candidate_missing_exact_address","","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:23","true"
"EXC-CONFLICT-5E4742DEFFFDECB5","EXC-CANDIDATE-4AFB7CBC0A7955A2","candidate_possible_duplicate","","Sugerencia needs_review; no se fusionó automáticamente.","candidate:24","true"
"EXC-CONFLICT-ED4AE9AB13FE0AE8","EXC-CANDIDATE-4AFB7CBC0A7955A2","candidate_missing_exact_address","","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:24","true"
"EXC-CONFLICT-8AF5725686D0DBBE","EXC-CANDIDATE-90168B1715CB1AB6","candidate_possible_duplicate","","Sugerencia needs_review; no se fusionó automáticamente.","candidate:25","true"
"EXC-CONFLICT-62BA83E54026FA9A","EXC-CANDIDATE-90168B1715CB1AB6","candidate_missing_exact_address","","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:25","true"
"EXC-CONFLICT-040F75870C06D25A","EXC-CANDIDATE-A037AEEA6F67A619","candidate_possible_duplicate","","Sugerencia needs_review; no se fusionó automáticamente.","candidate:26","true"
"EXC-CONFLICT-58E864AA343A987C","EXC-CANDIDATE-A037AEEA6F67A619","candidate_missing_exact_address","","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:26","true"
"EXC-CONFLICT-DE7588D689C87F89","EXC-CANDIDATE-71348CAD2596D9E7","candidate_possible_duplicate","","Sugerencia needs_review; no se fusionó automáticamente.","candidate:27","true"
"EXC-CONFLICT-7E2D6B05D2179E9D","EXC-CANDIDATE-71348CAD2596D9E7","candidate_missing_exact_address","","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:27","true"
"EXC-CONFLICT-889A3BD2C204309A","EXC-CANDIDATE-BD196CD762122307","candidate_possible_duplicate","","Sugerencia needs_review; no se fusionó automáticamente.","candidate:28","true"
"EXC-CONFLICT-5B743008799F3925","EXC-CANDIDATE-7D5CF0C90BD3F3A4","candidate_possible_duplicate","","Sugerencia needs_review; no se fusionó automáticamente.","candidate:29","true"
"EXC-CONFLICT-970B8D873E6871D9","EXC-CANDIDATE-7D5CF0C90BD3F3A4","candidate_missing_exact_address","","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:29","true"
"EXC-CONFLICT-06FEA0FB57503A01","EXC-CANDIDATE-80CFAB3FA591CCB2","candidate_possible_duplicate","","Sugerencia needs_review; no se fusionó automáticamente.","candidate:30","true"
"EXC-CONFLICT-65EDF0B5BBC73D3B","EXC-CANDIDATE-34F61B9F7F7AC7C9","candidate_possible_duplicate","rocha","Sugerencia verified_new; no se fusionó automáticamente.","candidate:31","true"
"EXC-CONFLICT-E530926486483D09","EXC-CANDIDATE-60DFC64F236536F1","candidate_possible_duplicate","rocha","Sugerencia needs_review; no se fusionó automáticamente.","candidate:32","true"
"EXC-CONFLICT-8BAB59BB3E7C62F2","EXC-CANDIDATE-C027F6E79CA07C2C","candidate_possible_duplicate","rocha","Sugerencia needs_review; no se fusionó automáticamente.","candidate:33","true"
"EXC-CONFLICT-3A78914A9B697742","EXC-CANDIDATE-DB894F3EBB8BADFE","candidate_possible_duplicate","rocha","Sugerencia needs_review; no se fusionó automáticamente.","candidate:34","true"
"EXC-CONFLICT-69DDB9D9179F1451","EXC-CANDIDATE-554B1FF0EEDA7B07","candidate_possible_duplicate","rocha","Sugerencia needs_review; no se fusionó automáticamente.","candidate:35","true"
"EXC-CONFLICT-77F432F42FECB226","EXC-CANDIDATE-9FDE8742B147F019","candidate_possible_duplicate","rocha","Sugerencia verified_new; no se fusionó automáticamente.","candidate:36","true"
"EXC-CONFLICT-63F7F81D3BBA0C6B","EXC-CANDIDATE-14D5749B79FB174E","candidate_possible_duplicate","rocha","Sugerencia verified_new; no se fusionó automáticamente.","candidate:37","true"
"EXC-CONFLICT-8181F6F641FD9BD1","EXC-CANDIDATE-303DCE846C4181BA","candidate_possible_duplicate","rocha","Sugerencia needs_review; no se fusionó automáticamente.","candidate:38","true"
"EXC-CONFLICT-F2CD5360E63275B5","EXC-CANDIDATE-AAA35A701F9540A9","candidate_possible_duplicate","rocha","Sugerencia needs_review; no se fusionó automáticamente.","candidate:39","true"
"EXC-CONFLICT-60C5393FAB8FBB84","EXC-CANDIDATE-AAA35A701F9540A9","candidate_missing_exact_address","rocha","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:39","true"
"EXC-CONFLICT-3C578BA0BBCC31DB","EXC-CANDIDATE-CB1B90C39AFCC82B","candidate_possible_duplicate","rocha","Sugerencia needs_review; no se fusionó automáticamente.","candidate:40","true"
"EXC-CONFLICT-DDA7E8B07C98D2DB","EXC-CANDIDATE-CB1B90C39AFCC82B","candidate_missing_exact_address","rocha","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:40","true"
"EXC-CONFLICT-77616FF99267A9D0","EXC-CANDIDATE-EF026DF8406F78B5","candidate_possible_duplicate","rocha","Sugerencia needs_review; no se fusionó automáticamente.","candidate:41","true"
"EXC-CONFLICT-EFFDCFFE7E15F312","EXC-CANDIDATE-657736355AA88CDB","candidate_possible_duplicate","rocha","Sugerencia needs_review; no se fusionó automáticamente.","candidate:42","true"
"EXC-CONFLICT-37B7B23A6C7A6EED","EXC-CANDIDATE-718DF20A4C05D1D1","candidate_possible_duplicate","rocha","Sugerencia needs_review; no se fusionó automáticamente.","candidate:43","true"
"EXC-CONFLICT-A563614A17F68D69","EXC-CANDIDATE-9DFA31A29F0AA77B","candidate_possible_duplicate","rocha","Sugerencia needs_review; no se fusionó automáticamente.","candidate:44","true"
"EXC-CONFLICT-4D6F47397862D85E","EXC-CANDIDATE-AC8E40E7B17592BB","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:46","true"
"EXC-CONFLICT-816DFA99E30E6BA0","EXC-CANDIDATE-972CF94B244ED3F0","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:47","true"
"EXC-CONFLICT-CADDED99534A55AF","EXC-CANDIDATE-11D4E1B4CE9454D5","candidate_possible_duplicate","canelones","Sugerencia verified_new; no se fusionó automáticamente.","candidate:48","true"
"EXC-CONFLICT-5D724C6DC1CD05F9","EXC-CANDIDATE-A0CFD97106C124E2","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:49","true"
"EXC-CONFLICT-7887665FABF86D86","EXC-CANDIDATE-7ECC0CFB04AE736B","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:50","true"
"EXC-CONFLICT-186B79B5AD0AB0EC","EXC-CANDIDATE-EF4AD9AFB0083F6E","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:51","true"
"EXC-CONFLICT-8C9994CC0CC98D3B","EXC-CANDIDATE-46889E42D2377FE1","candidate_possible_duplicate","canelones","Sugerencia verified_new; no se fusionó automáticamente.","candidate:52","true"
"EXC-CONFLICT-8AEAC40AF39D86EF","EXC-CANDIDATE-6154F5C0AC540983","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:53","true"
"EXC-CONFLICT-2CB47E88DAD0A16E","EXC-CANDIDATE-F83A3EA1BE96D56A","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:54","true"
"EXC-CONFLICT-3A413F84463CBF37","EXC-CANDIDATE-4AB911F6888F7756","candidate_possible_duplicate","canelones","Sugerencia verified_new; no se fusionó automáticamente.","candidate:55","true"
"EXC-CONFLICT-A4D3FDEB7ACC3770","EXC-CANDIDATE-058F0593147EA2B9","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:56","true"
"EXC-CONFLICT-D8C834DD4B686EC4","EXC-CANDIDATE-F34B76711C872EF6","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:57","true"
"EXC-CONFLICT-B31C4F1028032ECA","EXC-CANDIDATE-1976DA99600F0E77","candidate_possible_duplicate","canelones","Sugerencia verified_new; no se fusionó automáticamente.","candidate:58","true"
"EXC-CONFLICT-C27AA6A1484B7FD2","EXC-CANDIDATE-974EAF0A4DD25EF9","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:59","true"
"EXC-CONFLICT-3B7656934D870491","EXC-CANDIDATE-A537B913FC33F09A","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:60","true"
"EXC-CONFLICT-1C8BCA1CD58BC6C0","EXC-CANDIDATE-F669BC3AE87C2485","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:61","true"
"EXC-CONFLICT-682F304C3600BF03","EXC-CANDIDATE-4697D909746C053F","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:62","true"
"EXC-CONFLICT-2821A63ADD635485","EXC-CANDIDATE-FD40B942CC53FB92","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:63","true"
"EXC-CONFLICT-1AE3A77C7EA88011","EXC-CANDIDATE-72DED2F59B4204EE","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:64","true"
"EXC-CONFLICT-037C660FF36405D2","EXC-CANDIDATE-50F7123E1FDB0BE0","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:65","true"
"EXC-CONFLICT-928AEE4848F46419","EXC-CANDIDATE-7A827B61B546C8D6","candidate_possible_duplicate","canelones","Sugerencia verified_new; no se fusionó automáticamente.","candidate:66","true"
"EXC-CONFLICT-429CF417D244B60A","EXC-CANDIDATE-D3C6C6FDC2561DE9","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:67","true"
"EXC-CONFLICT-75BA788814E3C798","EXC-CANDIDATE-05362D6D2AD0AADC","candidate_possible_duplicate","canelones","Sugerencia verified_new; no se fusionó automáticamente.","candidate:68","true"
"EXC-CONFLICT-D146EB8CAB6C6D47","EXC-CANDIDATE-6DAB44BF0D71FEF5","candidate_possible_duplicate","canelones","Sugerencia verified_new; no se fusionó automáticamente.","candidate:69","true"
"EXC-CONFLICT-3EDA8876D1E11A3A","EXC-CANDIDATE-2974F3AA67B08E66","candidate_possible_duplicate","canelones","Sugerencia verified_new; no se fusionó automáticamente.","candidate:70","true"
"EXC-CONFLICT-B8B92EA207C991B7","EXC-CANDIDATE-43A55091FBCC5E35","candidate_possible_duplicate","canelones","Sugerencia verified_new; no se fusionó automáticamente.","candidate:71","true"
"EXC-CONFLICT-90917A756FCC0E1F","EXC-CANDIDATE-FB4AC378C58DE210","candidate_possible_duplicate","canelones","Sugerencia verified_new; no se fusionó automáticamente.","candidate:72","true"
"EXC-CONFLICT-BD36573A30F722C1","EXC-CANDIDATE-77FC20DE8C5D7A00","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:73","true"
"EXC-CONFLICT-DE10CA420CAEFF26","EXC-CANDIDATE-4C27237BC59BE32B","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:74","true"
"EXC-CONFLICT-699BA51314D32E7D","EXC-CANDIDATE-52B7E7E1EF3EF883","candidate_possible_duplicate","canelones","Sugerencia verified_new; no se fusionó automáticamente.","candidate:75","true"
"EXC-CONFLICT-5595213C40A5C443","EXC-CANDIDATE-49A4E22148F4C09E","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:76","true"
"EXC-CONFLICT-5120D692B871853F","EXC-CANDIDATE-9D52367F81747D05","candidate_possible_duplicate","canelones","Sugerencia verified_new; no se fusionó automáticamente.","candidate:77","true"
"EXC-CONFLICT-7C65BEACF11613FF","EXC-CANDIDATE-4EB16663825A6CDB","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:78","true"
"EXC-CONFLICT-D2F307CB1DFCAACC","EXC-CANDIDATE-D3449A599DA0C682","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:79","true"
"EXC-CONFLICT-39975B9E902B6D45","EXC-CANDIDATE-F72BB0D729C00661","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:80","true"
"EXC-CONFLICT-B2452E60BD8E51AB","EXC-CANDIDATE-11F6726B1CB0397D","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:81","true"
"EXC-CONFLICT-6FB4EACF43618162","EXC-CANDIDATE-C5F71AA43C77F8D6","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:82","true"
"EXC-CONFLICT-53BB67BE65B0DF1B","EXC-CANDIDATE-B71401E260DD5B8D","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:83","true"
"EXC-CONFLICT-1A9E286A49337ABE","EXC-CANDIDATE-36EB0B1AAD4470DC","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:84","true"
"EXC-CONFLICT-5E1B9106C986AA5D","EXC-CANDIDATE-71599E8BE9574FC3","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:85","true"
"EXC-CONFLICT-52D19A0EE0D17923","EXC-CANDIDATE-71599E8BE9574FC3","candidate_missing_exact_address","canelones","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:85","true"
"EXC-CONFLICT-AB7593FD5412E86D","EXC-CANDIDATE-3852E258A282A2C3","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:86","true"
"EXC-CONFLICT-CC831ACF8CCB27F7","EXC-CANDIDATE-3852E258A282A2C3","candidate_missing_exact_address","canelones","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:86","true"
"EXC-CONFLICT-3FC21DB88A4D7C7A","EXC-CANDIDATE-7A3C132E7D290467","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:87","true"
"EXC-CONFLICT-7F44CD937323B3DE","EXC-CANDIDATE-7A3C132E7D290467","candidate_missing_exact_address","canelones","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:87","true"
"EXC-CONFLICT-0AC52DEFC30D5945","EXC-CANDIDATE-A803867A69E6D3DE","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:88","true"
"EXC-CONFLICT-DF23ACB703A0BC79","EXC-CANDIDATE-A803867A69E6D3DE","candidate_missing_exact_address","canelones","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:88","true"
"EXC-CONFLICT-27058F54DD7A002F","EXC-CANDIDATE-36F5A18C3EAB71D3","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:89","true"
"EXC-CONFLICT-726BBA31B340B02E","EXC-CANDIDATE-36F5A18C3EAB71D3","candidate_missing_exact_address","canelones","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:89","true"
"EXC-CONFLICT-7A17C9695B85AF65","EXC-CANDIDATE-E0F07D8DE7E3784F","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:90","true"
"EXC-CONFLICT-CBBA15147F5E3A96","EXC-CANDIDATE-E0F07D8DE7E3784F","candidate_missing_exact_address","canelones","La pista no tiene dirección física exacta; no es geocodificable todavía.","candidate:90","true"
"EXC-CONFLICT-106633DF44C4E01D","EXC-CANDIDATE-AB543846F745B977","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:91","true"
"EXC-CONFLICT-3791A5D61D248845","EXC-CANDIDATE-B136540AB8C75568","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:92","true"
"EXC-CONFLICT-8017CD4F3CB9EC94","EXC-CANDIDATE-5B86CE91AD110651","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:93","true"
"EXC-CONFLICT-6E7FF73293913EF1","EXC-CANDIDATE-7079E16C34CB30E4","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:94","true"
"EXC-CONFLICT-04F773CD144D8ACD","EXC-CANDIDATE-0FB88FEC24880EC3","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:95","true"
"EXC-CONFLICT-372F4777C6251B9C","EXC-CANDIDATE-6F98F01C7608B2D2","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:96","true"
"EXC-CONFLICT-7E2BB4A340762CA0","EXC-CANDIDATE-A433179431DEDE14","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:97","true"
"EXC-CONFLICT-5CE3CAA55453D968","EXC-CANDIDATE-7AEEF3E6C2CF960E","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:98","true"
"EXC-CONFLICT-315A0187B253ADA9","EXC-CANDIDATE-5194BE45DF839C3C","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:99","true"
"EXC-CONFLICT-6250E67D189DC994","EXC-CANDIDATE-0817F1E39A446968","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:100","true"
"EXC-CONFLICT-7D4B0799D5EBB256","EXC-CANDIDATE-31C188984EBCBCCD","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:101","true"
"EXC-CONFLICT-462F436D6CB07D8D","EXC-CANDIDATE-750EAE3F9196E200","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:102","true"
"EXC-CONFLICT-4884558B9803FE5D","EXC-CANDIDATE-3D22C4A74A4DC88A","candidate_possible_duplicate","canelones","Sugerencia needs_review; no se fusionó automáticamente.","candidate:103","true"
"EXC-CONFLICT-2F752520778F73A2","EXC-CANDIDATE-8FC6FE7FE25FF85B","candidate_possible_duplicate","artigas","Sugerencia needs_review; no se fusionó automáticamente.","candidate:104","true"
"EXC-CONFLICT-2B205F1CDB06F0D9","EXC-CANDIDATE-E7759F6265D6FCF3","candidate_possible_duplicate","artigas","Sugerencia needs_review; no se fusionó automáticamente.","candidate:105","true"
"EXC-CONFLICT-3A2027D0EE2F16C6","EXC-CANDIDATE-EB51CD605238E0E9","candidate_possible_duplicate","artigas","Sugerencia needs_review; no se fusionó automáticamente.","candidate:106","true"
"EXC-CONFLICT-C9419CFF269050F6","EXC-CANDIDATE-4C992DEAC01FA614","candidate_possible_duplicate","artigas","Sugerencia needs_review; no se fusionó automáticamente.","candidate:107","true"
"EXC-CONFLICT-520F9D921524A182","EXC-CANDIDATE-2294EAD5FAA7E3F6","candidate_possible_duplicate","artigas","Sugerencia needs_review; no se fusionó automáticamente.","candidate:108","true"
"EXC-CONFLICT-FCB632F68BC70D18","EXC-CANDIDATE-FC5A4E0632E4AA45","candidate_possible_duplicate","artigas","Sugerencia verified_new; no se fusionó automáticamente.","candidate:109","true"
