entity_id,name,department,locality,address,street,door,capacity,phone,email,legal_name,rut,highest_stage,msp_final,mides_social,msp_registro_historico,pacp,historical_certificate_count,historical_certificates,historical_first_year,historical_latest_year,latest_public_date,source_record_count,source_types_count,latitude,longitude,geocode_confidence,geocode_method,geocode_score,geocode_source,source_urls
ELP-0214,EL ALBA,Maldonado,Pta del Este,GIBRALTAR ENTRE AV FRANCIA Y DUERO,GIBRALTAR ENTRE AV FRANCIA Y DUERO,,,,,,,Certificado de registro MSP (histórico),False,False,True,False,2,"008/2022, 075/2022",2022,2022,2022,2,1,-34.9308079,-54.9372597,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0215,El Porvenir,Maldonado,Maldonado,25 De Mayo 875,25 De Mayo,875,,42247960,,,,Certificado Social MIDES,False,True,False,False,0,,,,2024-07-15,1,1,-34.9093829,-54.9604112,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/maldonado-establecimientos-larga-estadia-para-personas-mayores-certificado-social""]"
ELP-0216,En Familia,Maldonado,,Av. Lavalleja 921,Av. Lavalleja,921,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,003/2018,2018,2018,2018,1,1,-34.7723306,-55.2296706,media,puerta más cercana en la misma calle,73,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0217,Fundación Pro-Bienestar Social del Anciano de Aiguá,Maldonado,,Agustoni Rossi s/n,Agustoni Rossi,S/N,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,102/2019,2019,2019,2019,1,1,-34.1987633,-54.7429229,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0218,Gines Cairo Medina,Maldonado,,Ruta 39 Km. 5500,Ruta 39,Km 5500,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,042/2019,2019,2019,2019,1,1,-34.8304219,-54.936244,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0219,Hogar de Ancianos Pan de Azúcar,Maldonado,Pan de Azúcar,Rutas 93 y 37 Km. 92,Rutas 93 y 37,Km 92,10,099951475,pandeazucarhogar@hotmail.com,,,Habilitación final MSP,True,False,True,False,1,031/2020,2020,2020,2026-06-30,2,2,-34.8652664,-55.1545248,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0220,Hogar De Ancianos Ecilda Cardozo,Maldonado,San Carlos,25 De Agosto 773,25 De Agosto,773,,42668513,,,,Certificado Social MIDES,False,True,False,False,0,,,,2024-07-15,1,1,-34.7909749,-54.9150041,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/maldonado-establecimientos-larga-estadia-para-personas-mayores-certificado-social""]"
ELP-0221,Hogar Ecilda Cardozo,Maldonado,San Carlos,25 de agosto 773,,25 de agosto 773,20,42668513,hogarecildasancarlos@gmail.com,,,Habilitación final MSP,True,False,True,False,1,149/2019,2019,2019,2026-06-30,2,2,-34.7908298,-54.9095382,baja,centroide de localidad,35,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0222,Hogar Q.F. Eva Gonzalez,Maldonado,Pan De Azucar,Ruta 93 Km92,Ruta 93,Km92,,44347474,,,,Certificado Social MIDES,False,True,False,False,0,,,,2024-07-15,1,1,-34.8659278,-55.0936789,media,puerta más cercana en la misma calle,89,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/maldonado-establecimientos-larga-estadia-para-personas-mayores-certificado-social""]"
ELP-0223,HOSTERÌA URUGUAY,Maldonado,PIRIAPOLIS,Calle Uruguay 1026,Calle Uruguay,1026,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,025/2023,2023,2023,2023,1,1,-34.8674753,-55.2705956,media,puerta más cercana en la misma calle,89,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0224,Kamomila,Maldonado,,"Av. Francia Chalet ""Guaviyú"" - Punta del Este","Av. Francia Chalet ""Guaviyú"" - Punta del Este",,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,004/2018,2018,2018,2018,1,1,-34.949791,-54.9429268,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0225,LA CANDELARIA,Maldonado,PTA DEL ESTE,MARTINIANO CHIOSSI Y FORT WAYNE,MARTINIANO CHIOSSI Y FORT WAYNE,,,,,,,Certificado de registro MSP (histórico),False,False,True,False,2,"050/2020, 072/2022",2020,2022,2022,2,1,-34.9346457,-54.9395137,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0226,La Milonga,Maldonado,,JP Ramírez 555,JP Ramírez,555,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,106/2018,2018,2018,2018,1,1,-34.7948883,-54.9095728,alta,calle y puerta exacta,82,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0227,La Tregua,Maldonado,Punta Ballena,“las antorchas” Camino Los Camalotes a 1.5 Km de Camino Lussich,“las antorchas” Camino Los Camalotes a,1.5 Km de Camino Lussich,21,42577513 - 095321855 44347474 - 099877976 - | 42577513 / 095321855,abril-247@hotmail.com,,,Habilitación final MSP,True,True,True,False,1,087/2019,2019,2019,2026-06-30,3,3,-34.794746,-55.2418006,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/maldonado-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0228,La Villetta,Maldonado,,Pilcamayo s/n casi Pedragroso,Pilcamayo,S/N,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,025/2019,2019,2019,2019,1,1,-34.9429946,-54.9349986,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0229,Las Lavandas,Maldonado,Punta del Este,5 Paso de la Cadena esq. Alamein,,5 Paso de la Cadena,21,(Santiago),sfernandez@asesoria21.com,,,Habilitación final MSP,True,False,False,False,0,,,,2026-06-30,1,1,-34.9250334,-54.9406117,baja,centroide de localidad,35,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf""]"
ELP-0230,Las Lavandas,Maldonado,Punta Del Este,Paso De La Cadena S/N,Paso De La Cadena,S/N,,42480339,,,,Certificado Social MIDES,False,True,True,False,2,"151/2019, 132/2022",2019,2022,2024-07-15,3,2,-34.9174905,-54.919618,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/maldonado-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0231,Los Alamos,Maldonado,Punta del Este,Bilbao c/Pedragosa Sierra Pda.,Bilbao c/Pedragosa Sierra Pda.,,23,42481758 42480339 - 098856984,aamperez@hotmail.com,,,Habilitación final MSP,True,False,True,False,1,081/2019,2019,2019,2026-06-30,2,2,-34.9518244,-54.9279572,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0232,Los Alamos,Maldonado,Punta Del Este,Calle Pedragosa Sierra Esq. Bilbao S/N,Calle Pedragosa Sierra Esq. Bilbao,S/N,,42481758,,,,Certificado Social MIDES,False,True,False,False,0,,,,2024-07-15,1,1,-34.938495,-54.931631,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/maldonado-establecimientos-larga-estadia-para-personas-mayores-certificado-social""]"
ELP-0233,LOS GIRASOLES,Maldonado,Punta Del Este,Lenzina parada 2,Lenzina parada,2,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,070/2023,2023,2023,2023,1,1,-34.9254659,-54.9381259,baja,centroide de localidad,35,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0234,Los Juncos,Maldonado,Maldonado,6 De Julio 1784,6 De Julio,1784,,42269878 / 092191647,,,,Certificado Social MIDES,False,True,False,False,0,,,,2024-07-15,1,1,-34.9261869,-54.9720865,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/maldonado-establecimientos-larga-estadia-para-personas-mayores-certificado-social""]"
ELP-0235,LOS OLIVOS,Maldonado,Punta Del Este,Santiago de Chile p.12,Santiago de Chile p.,12,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,072/2023,2023,2023,2023,1,1,-34.9367816,-54.9486574,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0236,Los Paraisos,Maldonado,San carlos,4 de octubre 962,4 de octubre,962,,42662810,,,,Certificado Social MIDES,False,True,False,False,0,,,,2024-07-15,1,1,-34.786458,-54.9300959,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/maldonado-establecimientos-larga-estadia-para-personas-mayores-certificado-social""]"
ELP-0237,LOS PARAISOS,Maldonado,SAN CARLOS,4 de Octubre 962,,4 de Octubre 962,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,054/2023,2023,2023,2023,1,1,-34.7781008,-54.9281957,baja,centroide de localidad,35,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0238,MARIA MERCEDES UN NUEVO AMANECER,Maldonado,MONTEVIDEO MALDONADO,CAMINO CARLOS DE PENA 4240 RAFAEL PEREZ DEL PUERTO 870,CAMINO CARLOS DE PENA,4240 RAFAEL PEREZ DEL PUERTO 870,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,135/2022,2022,2022,2022,1,1,-34.8819151,-55.0583839,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0239,MIS ABUELOS,Maldonado,SAN CARLOS,Curbelo 685,Curbelo,685,,,,,,Certificado de registro MSP (histórico),False,False,True,False,3,"134/2019, 076/2022, 055/2023",2019,2023,2023,3,1,-34.7825118,-54.9084771,media,puerta más cercana en la misma calle,89,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0240,Renacer,Maldonado,Pan De Azucar,Ceibal 404,Ceibal,404,,44349594,,,,Certificado Social MIDES,False,True,True,False,1,029/2021,2021,2021,2024-07-15,2,2,-34.7805399,-55.2310996,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/maldonado-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0241,Residencial Adamar,Maldonado,,Zufriategui s/n esquina Cerrito,Zufriategui,S/N,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,178/2019,2019,2019,2019,1,1,-34.8454122,-55.213961,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0242,Residencial Adonis,Maldonado,Maldonado,Ventura Alegre 465,Ventura Alegre,465,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,015/2021,2021,2021,2021,1,1,-34.9066338,-54.9509672,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0243,Residencial Amigos del Padre Pio,Maldonado,,Montevideo esq. Rio de Janeiro manzana 511,Montevideo esq. Rio de Janeiro manzana,511,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,168/2019,2019,2019,2019,1,1,-34.8241609,-55.3130666,media,puerta más cercana en la misma calle,89,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0244,Residencial Anlor,Maldonado,,Florida 1062,Florida,1062,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,089/2019,2019,2019,2019,1,1,-34.9085724,-54.9617551,media,puerta más cercana en la misma calle,89,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0245,Residencial Casa de Mar,Maldonado,,Av. República Argentina y Fort Wayne,Av. República Argentina y Fort Wayne,,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,203/2019,2019,2019,2019,1,1,-34.9342877,-54.9604042,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0246,Residencial Centro de Cuidados Alamos,Maldonado,Punta Del Este,"Av. Pedragosa Sierra y el Havre, padrón 7084","Av. Pedragosa Sierra y el Havre, padrón",7084,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,030/2021,2021,2021,2021,1,1,-34.9301047,-54.9379602,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0247,Residencial En Familia,Maldonado,,25 de agosto 786,,25 de agosto 786,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,083/2019,2019,2019,2019,1,1,-34.8377945,-55.0187209,muy baja,centroide departamental,20,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0248,Residencial En flia 2,Maldonado,,Roman Guerra 724,Roman Guerra,724,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,043/2021,2021,2021,2021,1,1,-34.9105037,-54.9566163,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0249,Residencial Guadalupe,Maldonado,,"Avenida Martiniano Chiossi y Arizona chalet ""La Almanzora""","Avenida Martiniano Chiossi y Arizona chalet ""La Almanzora""",,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,121/2019,2019,2019,2019,1,1,-34.9227642,-54.9422476,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0250,Residencial Hogar Santa María,Maldonado,San Carlos,Dr. Andres Ceberio 678,Dr. Andres Ceberio,678,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,132/2020,2020,2020,2020,1,1,-34.7939483,-54.9219594,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0251,Residencial La Esmeralda,Maldonado,Punta del Este,"Av. Francia esquina Av. Brasil y Río Branco padrón 6875 , manzana 553",Av. Francia esquina Av. Brasil y Río Branco padrón,"6875 , manzana 553",,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,007/2020,2020,2020,2020,1,1,-34.93616,-54.944286,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0252,Residencial La Esperanza,Maldonado,Punta Del Este,Tenerife esq. Prado,Tenerife esq. Prado,,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,044/2021,2021,2021,2021,1,1,-34.9222115,-54.9486141,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0253,Residencial Los Juncos,Maldonado,,6 de julio 1784,,6 de julio 1784,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,114/2019,2019,2019,2019,1,1,-34.840506,-54.9974634,muy baja,centroide departamental,20,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0254,Residencial Mi Segunda Flia,Maldonado,Punta Del Este,Costa Rica y Nicaragua Chalet El Remanso,Costa Rica y Nicaragua Chalet El Remanso,,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,024/2021,2021,2021,2021,1,1,-34.9137332,-55.0244861,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0255,Residencial Miramar,Maldonado,Piriápolis,Pasaje B casi calle 3 Parque Miramar,Pasaje B casi calle,3 Parque Miramar,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,100/2020,2020,2020,2020,1,1,-34.8442121,-55.2648672,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0256,Residencial Nouvelles Maison,Maldonado,Punta Del Este,"Calderón de la Barca, Solar 1, manzana 83, barrio Jardines de Córdoba","Calderón de la Barca, Solar","1, manzana 83, barrio Jardines de Córdoba",,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,031/2021,2021,2021,2021,1,1,-34.9192223,-54.9419081,media,puerta más cercana en la misma calle,89,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0257,Residencial Nuestros Años Felices,Maldonado,,Fort Wayne S/N,Fort Wayne,S/N,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,163/2019,2019,2019,2019,1,1,-34.9320772,-54.9553764,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0258,Residencial Nuevo Amanecer,Maldonado,Maldonado,Piedras y Basilio Araújo 1076,Piedras y Basilio Araújo,1076,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,058/2020,2020,2020,2020,1,1,-34.8218458,-55.1198078,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0259,Residencial para el adulto mayor,Maldonado,,Rincón 860,Rincón,860,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,088/2019,2019,2019,2019,1,1,-34.9079776,-54.9553847,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0260,Residencial Porvenir,Maldonado,,25 de Mayo 875,,25 de Mayo 875,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,205/2019,2019,2019,2019,1,1,-34.8564235,-55.0246745,muy baja,centroide departamental,20,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0261,Residencial San Expedito,Maldonado,San Carlos,Nuble Gonzalez Olaza s/n,Nuble Gonzalez Olaza,S/N,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,036/2021,2021,2021,2021,1,1,-34.8048011,-54.9277039,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0262,Residencial San Expedito,Maldonado,Maldonado,Tamaro 732,Tamaro,732,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,084/2020,2020,2020,2020,1,1,-34.8968621,-54.9592984,baja,centroide de localidad,35,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0263,Residencial SAS,Maldonado,Montevideo,Luis de la Torre 712,Luis de la Torre,712,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,071/2021,2021,2021,2021,1,1,-34.9004252,-54.9476293,media,puerta más cercana en la misma calle,79,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0264,Residencial Señoras,Maldonado,San Carlos,18 de Julio 665,,18 de Julio 665,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,027/2020,2020,2020,2020,1,1,-34.7877656,-54.9235784,baja,centroide de localidad,35,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0265,RESIDENCIAL SEÑORAS Y SEÑORES,Maldonado,San Carlos,CALLE 33 838,CALLE,33 838,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,048/2020,2020,2020,2020,1,1,-34.8459784,-55.2918716,media,puerta más cercana en la misma calle,89,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0266,Residencial VER BEL,Maldonado,Piriapolis,Rondeau 921,Rondeau,921,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,125/2020,2020,2020,2020,1,1,-34.8679232,-55.2678308,media,puerta más cercana en la misma calle,89,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0267,Residencial Villa Paz,Maldonado,Punta del Este,Mercedes y Sucre manzana 420,Mercedes y Sucre manzana,420,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,061/2020,2020,2020,2020,1,1,-34.9078537,-54.9300848,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0268,Residencial VITA BELLA,Maldonado,Maldonado,Luciano Romero s/n entre M. Melenedez y M Ortiz,Luciano Romero,S/N,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,123/2020,2020,2020,2020,1,1,-34.9181045,-54.9514118,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
