record_id,entity_id,source_type,source_title,source_date,source_url,source_document,source_row,department,locality,name,address,street,door,capacity,email,phone,certificate_number,certificate_year,director_technical,legal_name,rut
MIDES-109,ELP-0296,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,109,Montevideo,Montevideo,Altos Del Parque,Av. Americo Ricaldoni 1748,Av. Americo Ricaldoni,1748,,,26231229,,,,,
MIDES-110,ELP-0347,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,110,Montevideo,Montevideo,Centro Del Adulto Mayor Central,Bv. España 2526,Bv. España,2526,,,27095211,,,,,
MIDES-111,ELP-0451,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,111,Montevideo,Montevideo,Irigoitia,Av. Dr. Juan Carlos Blanco 3485,Av. Dr. Juan Carlos Blanco,3485,,,23364530,,,,,
MIDES-112,ELP-0337,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,112,Montevideo,Montevideo,Casa Tranquila,Av. Americo Ricaldoni 2876,Av. Americo Ricaldoni,2876,,,92245094,,,,,
MIDES-113,ELP-0501,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,113,Montevideo,Montevideo,Les Jardins,Av. Italia 5910,Av. Italia,5910,,,26058818 / 096414185,,,,,
MIDES-114,ELP-0660,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,114,Montevideo,Montevideo,Vilcabamba Harwood,Av. Almirante Harwood 6214,Av. Almirante Harwood,6214,,,26000263,,,,,
MIDES-115,ELP-0507,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,115,Montevideo,Montevideo,Los Alpes,Av. Daniel Fernandez Crespo 1776,Av. Daniel Fernandez Crespo,1776,,,24000596,,,,,
MIDES-116,ELP-0506,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,116,Montevideo,Montevideo,London House Residencia Rambla,Rambla Tomas Berreta 6885,Rambla Tomas Berreta,6885,,,26060748,,,,,
MIDES-117,ELP-0407,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,117,Montevideo,Montevideo,French House Residencia Arkadia,Dr. Celedonio Nin Y Silva 2358,Dr. Celedonio Nin Y Silva,2358,,,26058624,,,,,
MIDES-118,ELP-0364,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,118,Montevideo,Montevideo,Las Cuatro Estaciones,Republica Del Salvador 2968,Republica Del Salvador,2968,,,24879453,,,,,
MIDES-119,ELP-0552,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,119,Montevideo,Montevideo,Old Trafford,Jaime Cibils 2824 Bis,Jaime Cibils,2824 Bis,,,24830605,,,,,
MIDES-120,ELP-0502,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,120,Montevideo,Montevideo,Les Sens,Av. Italia 6509,Av. Italia,6509,,,93573260 / 26017957,,,,,
MIDES-121,ELP-0390,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,121,Montevideo,Montevideo,El Remanso,Jaime Cibils 2848,Jaime Cibils,2848,,,24872181,,,,,
MIDES-122,ELP-0656,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,122,Montevideo,Montevideo,Umpierrez,Juan Manuel Blanes 1274,Juan Manuel Blanes,1274,,,24012306,,,,,
MIDES-123,ELP-0461,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,123,Montevideo,Montevideo,La Belle Epoque II,Marco Bruto 1213,Marco Bruto,1213,,,26231056,,,,,
MIDES-124,ELP-0376,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,124,Montevideo,Montevideo,Dorita,Av.Gral Flores 3674,Av.Gral Flores,3674,,,22168481,,,,,
MIDES-125,ELP-0566,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,125,Montevideo,Montevideo,Remansum,Charrúa 2224,Charrúa,2224,,,24013791,,,,,
MIDES-126,ELP-0561,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,126,Montevideo,Montevideo,Polo House,Orleans 2504,Orleans,2504,,,26012375,,,,,
MIDES-127,ELP-0327,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,127,Montevideo,Montevideo,Casa Andreoni,Luis Andreoni 7228,Luis Andreoni,7228,,,26056952,,,,,
MIDES-128,ELP-0543,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,128,Montevideo,Montevideo,Nonna Elsa,Av. Agraciada 3080,Av. Agraciada,3080,,,22097936,,,,,
MIDES-129,ELP-0495,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,129,Montevideo,Montevideo,Las Tres Marías,Mario Cassinoni 1120,Mario Cassinoni,1120,,,24017998,,,,,
MIDES-130,ELP-0636,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,130,Montevideo,Montevideo,Ricaldoni,Ricaldoni 1802,Ricaldoni,1802,,,24839972,,,,,
MIDES-131,ELP-0428,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,131,Montevideo,Montevideo,Hogar Casa Campo,Guardizabal 1634,Guardizabal,1634,,,26045753,,,,,
MIDES-132,ELP-0647,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,132,Montevideo,Montevideo,Residencial Serena,8 De Octubre 2856,8 De Octubre,2856,,,24802408,,,,,
MIDES-133,ELP-0431,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,133,Montevideo,Montevideo,Hogar De Ancianos De Piebu,Av. Daniel Fernández Crespo 1768,Av. Daniel Fernández Crespo,1768,,,24097678 / 4098744,,,,,
MIDES-134,ELP-0441,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,134,Montevideo,Montevideo,Hogar Montpellier,Luis A.Herrera 1112 1112,Luis A.Herrera 1112,1112,,,26228906,,,,,
MIDES-135,ELP-0367,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,135,Montevideo,Montevideo,Residencial Del Parque,Pedro F. Berro 1320,Pedro F. Berro,1320,,,27099844,,,,,
MIDES-136,ELP-0429,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,136,Montevideo,Montevideo,Hogar Cocoon,Francisco Torres 3870,Francisco Torres,3870,,,23376573,,,,,
MIDES-137,ELP-0289,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,137,Montevideo,Montevideo,Allegra,Clemente Pradines 1775,Clemente Pradines,1775,,,26832033,,,,,
MIDES-138,ELP-0309,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,138,Montevideo,Montevideo,Asociación Civil Instituto De Las Hermanas Del Perpetuo Socorro,Av. Millán 2934,Av. Millán,2934,,,22002417,,,,,
MIDES-139,ELP-0297,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,139,Montevideo,Montevideo,Amanda I,Guillermo Tell 3888,Guillermo Tell,3888,,,22047030,,,,,
MIDES-140,ELP-0532,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,140,Montevideo,Montevideo,Mi Sueño,Mariano Uriarte 6192,Mariano Uriarte,6192,,,099561446 / 26038590,,,,,
MIDES-141,ELP-0408,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,141,Montevideo,Montevideo,French House Residencia Uriarte,Mariano Uriarte 6567,Mariano Uriarte,6567,,,26048442,,,,,
MIDES-142,ELP-0306,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,142,Montevideo,Montevideo,Residencial Aripuca,Uruguayana 3395,Uruguayana,3395,,,23061680,,,,,
MIDES-143,ELP-0696,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,143,Montevideo,Montevideo,The Green Home,Bolivia 2436,Bolivia,2436,,,26041163,,,,,
MIDES-144,ELP-0492,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,144,Montevideo,Montevideo,Las Marias,Pilar Costa 36,Pilar Costa,36,,,23059854,,,,,
MIDES-145,ELP-0395,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,145,Montevideo,Montevideo,En Familia,Matto Grosso 5577,Matto Grosso,5577,,,23213380 / 094813892,,,,,
MIDES-146,ELP-0286,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,146,Montevideo,Montevideo,Alborada,Hector Gutierrez Ruiz 1223,Hector Gutierrez Ruiz,1223,,,29028951,,,,,
MIDES-147,ELP-0489,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,147,Montevideo,Montevideo,Las Gardenias III,Belastiqui 1490,Belastiqui,1490,,,95489693,,,,,
MIDES-148,ELP-0359,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,148,Montevideo,Montevideo,Corazón De Oro,Margarita 5707,Margarita,5707,,,23228385,,,,,
MIDES-149,ELP-0645,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,149,Montevideo,Montevideo,Segunda Juventud IV,José Batlle Y Ordóñez 2946,José Batlle Y Ordóñez,2946,,,94056905,,,,,
MIDES-150,ELP-0641,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,150,Montevideo,Montevideo,Saint Remy,Jose Marti 3118,Jose Marti,3118,,,27065819 / 092600349,,,,,
MIDES-151,ELP-0298,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,151,Montevideo,Montevideo,Amanda II,Millán 3600,Millán,3600,,,23377084,,,,,
MIDES-152,ELP-0488,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,152,Montevideo,Montevideo,Las Gardenias II,Mariano Uriarte 6383,Mariano Uriarte,6383,,,26059543,,,,,
MIDES-153,ELP-0459,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,153,Montevideo,Montevideo,La Amistad,Nueva Palmira 2084,Nueva Palmira,2084,,,24025953,,,,,
MIDES-154,ELP-0498,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,154,Montevideo,Montevideo,Le Refuge,Av. Agraciada 2405,Av. Agraciada,2405,,,29243072,,,,,
MIDES-155,ELP-0308,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,155,Montevideo,Montevideo,Ascasubi,Hilario Ascasubi 4114,Hilario Ascasubi,4114,,,23092260 / 099427195,,,,,
MIDES-156,ELP-0460,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,156,Montevideo,Montevideo,La Belle Epoque,Hugo De Los Santos Recarte 1284,Hugo De Los Santos Recarte,1284,,,27077294,,,,,
MIDES-157,ELP-0512,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,157,Montevideo,Montevideo,Los Rosales,Carreras Nacionales 3414,Carreras Nacionales,3414,,,25119412,,,,,
MIDES-158,ELP-0421,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,158,Montevideo,Montevideo,Residencial Benito Menni,Gil 927,Gil,927,,,23093525 / 23085012,,,,,
MIDES-159,ELP-0532,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,159,Montevideo,Montevideo,Mi Sueño,Mariano Uriarte 6192,Mariano Uriarte,6192,,,099561446 / 26038590,,,,,
MIDES-160,ELP-0420,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,160,Montevideo,Montevideo,Hogar De Hebert Leiva,Carlos A. López 3944,Carlos A. López,3944,,,22271435,,,,,
MIDES-161,ELP-0500,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,161,Montevideo,Montevideo,Lenoble,Ignacio Nuñez 2346,Ignacio Nuñez,2346,,,24832754,,,,,
MIDES-162,ELP-0657,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,162,Montevideo,Montevideo,Veramar Home,Rambla Republica De Mexico 5913,Rambla Republica De Mexico,5913,,,26059703,,,,,
MIDES-163,ELP-0453,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,163,Montevideo,Montevideo,Residencial Jackson,Jackson 936,Jackson,936,,,24112020,,,,,
MIDES-164,ELP-0350,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,164,Montevideo,Montevideo,Centro Residencial Moiru,Av. Dr. Juan Carlos Blanco 3362,Av. Dr. Juan Carlos Blanco,3362,,,23563421 – 099876084,,,,,
MIDES-165,ELP-0443,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,165,Montevideo,Montevideo,Hogar Nazareth,Av. Italia 3780,Av. Italia,3780,,,25058283,,,,,
MIDES-166,ELP-0335,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,166,Montevideo,Montevideo,Hogar Casa Flora,Gral. French 1726,Gral. French,1726,,,26051486,,,,,
MIDES-167,ELP-0548,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,167,Montevideo,Montevideo,Nuevo Amanecer,Gurmendez 2360,Gurmendez,2360,,,25056297,,,,,
MIDES-168,ELP-0313,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,168,Montevideo,Montevideo,Basileas Suites,Avda. Bolivia 1338,Avda. Bolivia,1338,,,26029106,,,,,
MIDES-169,ELP-0365,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,169,Montevideo,Montevideo,Danubio Azul,Cno. Carrasco 4607-4611,Cno. Carrasco,4607-4611,,,25250711,,,,,
MIDES-170,ELP-0312,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,170,Montevideo,Montevideo,Babel Residel Boutique,Mariano Uriarte 6537,Mariano Uriarte,6537,,,26005617,,,,,
MIDES-171,ELP-0320,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,171,Montevideo,Montevideo,Bonsejour (Paal Familia Srl),Pedro Blanes Viale 6222,Pedro Blanes Viale,6222,,,91916222,,,,,
MIDES-172,ELP-0366,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,172,Montevideo,Montevideo,De Los Pocitos,Echevarriarza 3333-3335,Echevarriarza,3333-3335,,,26280267,,,,,
MIDES-173,ELP-0427,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,173,Montevideo,Montevideo,Hogar Amelia Ruano De Schiaffino,Pedro Trapani 1197,Pedro Trapani,1197,,,23361686 - 23361241 - 23364016,,,,,
MIDES-174,ELP-0372,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,174,Montevideo,Montevideo,Doña Cata,Luis.Alberto De Herrera 3819,Luis.Alberto De Herrera,3819,,,22035297,,,,,
MIDES-175,ELP-0525,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,175,Montevideo,Montevideo,Melina House,Cánovas Del Castillo 4790,Cánovas Del Castillo,4790,,,25224790,,,,,
MIDES-176,ELP-0544,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,176,Montevideo,Montevideo,Nuestras Raices,Santiago De Anca 1369,Santiago De Anca,1369,,,26140715,,,,,
MIDES-177,ELP-0282,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,177,Montevideo,Montevideo,Aires Del Parque,Pedro Campbell 1527,Pedro Campbell,1527,,,27080512 – 099173409,,,,,
MIDES-178,ELP-0369,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,178,Montevideo,Montevideo,Diamante,Waldemar Hansen 1764,Waldemar Hansen,1764,,,23216116 - 092071173,,,,,
MIDES-179,ELP-0414,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,179,Montevideo,Montevideo,Girasoles,Av. Dr. Francisco Soca 1361,Av. Dr. Francisco Soca,1361,,,27082604,,,,,
MIDES-180,ELP-0394,mides_certificado_social,Establecimientos con Certificado Social publicados por MIDES,2024-07-15,https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/montevideo-establecimientos-larga-estadia-para-personas-mayores-certificado-social,Páginas departamentales MIDES,180,Montevideo,Montevideo,En Compañía,Av. Gral. French 2391,Av. Gral. French,2391,,,26015292 / 095985580,,,,,
